"","Year","Council","","Man / Boy","Woman / Girl","Identified in another way","Refused","16-34","35-59","60 plus","All"
"2179","2017","Aberdeen City","Keep fit","9.2","16.5","-","-","14.8","13.2","9.4","12.9"
"2180","2017","Aberdeenshire","Keep fit","3.5","17.3","-","-","14.7","10.8","6.6","10.5"
"2181","2017","Angus","Keep fit","11","17.5","-","-","*","14.2","10.9","14.3"
"2182","2017","Argyll & Bute","Keep fit","6.8","13.1","-","-","*","17.8","6.6","10"
"2183","2017","Clackmannanshire","Keep fit","11.3","22.3","-","-","24.2","20.4","6.9","17"
"2184","2017","Dumfries & Galloway","Keep fit","4.7","13.6","-","-","*","14.4","3.9","9.3"
"2185","2017","Dundee City","Keep fit","9.3","20.8","-","-","25.2","8.3","11","15.3"
"2186","2017","East Ayrshire","Keep fit","7.6","18.1","-","-","*","15.9","4.3","13"
"2187","2017","East Dunbartonshire","Keep fit","10.7","20.7","-","-","*","23.2","8","15.9"
"2188","2017","East Lothian","Keep fit","9.9","21.3","-","-","*","22.2","10.6","15.9"
"2189","2017","East Renfrewshire","Keep fit","9.9","17","-","-","*","22.2","9.5","13.7"
"2190","2017","Edinburgh, City of","Keep fit","15.6","23.2","-","-","22.7","20.3","13.1","19.5"
"2191","2017","Falkirk","Keep fit","7.2","16.2","-","-","19.3","10.2","7.3","11.8"
"2192","2017","Fife","Keep fit","8.9","21.6","-","-","24.6","15.1","8.3","15.5"
"2193","2017","Glasgow City","Keep fit","11.9","17.1","-","-","20.9","13.2","6.4","14.6"
"2194","2017","Highland","Keep fit","10.1","18.3","-","-","16.7","16","10.3","14.3"
"2195","2017","Inverclyde","Keep fit","20.8","20.2","-","-","*","21.5","8.1","20.5"
"2196","2017","Midlothian","Keep fit","10.5","26.4","-","-","*","21.8","10.7","18.8"
"2197","2017","Moray","Keep fit","4.4","22.6","-","-","*","13.5","11","13.6"
"2198","2017","Na h-Eileanan Siar","Keep fit","9.2","9.4","-","-","19.9","9.8","2.5","9.3"
"2199","2017","North Ayrshire","Keep fit","9","13.8","-","-","*","18.4","2.8","11.6"
"2200","2017","North Lanarkshire","Keep fit","14.7","22.7","-","-","41.9","13.6","2.1","18.9"
"2201","2017","Orkney Islands","Keep fit","9.3","10.5","-","-","*","9.4","9.1","9.9"
"2202","2017","Perth & Kinross","Keep fit","9.3","14.1","-","-","*","15.3","3.3","11.8"
"2203","2017","Renfrewshire","Keep fit","16.1","18","-","-","*","21.3","17.3","17.1"
"2204","2017","Scotland","Keep fit","10.6","18.6","-","-","20","15.7","8.3","14.8"
"2205","2017","Scottish Borders","Keep fit","5.8","18.2","-","-","*","16.9","9.2","12.3"
"2206","2017","Shetland Islands","Keep fit","8.4","19.8","-","-","22.6","12.3","9.1","14"
"2207","2017","South Ayrshire","Keep fit","16.6","12.7","-","-","*","14","11","14.5"
"2208","2017","South Lanarkshire","Keep fit","7.1","15.5","-","-","13.4","12.6","8.4","11.5"
"2209","2017","Stirling","Keep fit","14","23","-","-","26","18.8","10.9","18.7"
"2210","2017","West Dunbartonshire","Keep fit","7.7","19.1","-","-","*","10.4","11.5","13.8"
"2211","2017","West Lothian","Keep fit","15","18.4","-","-","16.8","21","9.5","16.7"
"2212","2017","Aberdeen City","MultiGym / Weight training","24.4","19.1","-","-","31.8","23.2","3.4","21.7"
"2213","2017","Aberdeenshire","MultiGym / Weight training","10.1","15.7","-","-","27.3","13","1.2","12.9"
"2214","2017","Angus","MultiGym / Weight training","22.6","8.1","-","-","*","16.4","5.6","15.1"
"2215","2017","Argyll & Bute","MultiGym / Weight training","14.4","10.1","-","-","*","11.9","2.5","12.2"
"2216","2017","Clackmannanshire","MultiGym / Weight training","17.5","4.9","-","-","27.3","8.5","1.3","11"
"2217","2017","Dumfries & Galloway","MultiGym / Weight training","14.4","4.9","-","-","*","7.3","2.3","9.5"
"2218","2017","Dundee City","MultiGym / Weight training","10.5","8.9","-","-","21.6","4.2","0.6","9.6"
"2219","2017","East Ayrshire","MultiGym / Weight training","5","9.6","-","-","*","10.8","1","7.4"
"2220","2017","East Dunbartonshire","MultiGym / Weight training","28.7","10.6","-","-","*","23.6","9.4","19.2"
"2221","2017","East Lothian","MultiGym / Weight training","15.4","16.1","-","-","*","17.9","8.7","15.8"
"2222","2017","East Renfrewshire","MultiGym / Weight training","16.2","19.1","-","-","*","25.4","3.5","17.8"
"2223","2017","Edinburgh, City of","MultiGym / Weight training","28.3","18.9","-","-","40.2","18.5","4","23.4"
"2224","2017","Falkirk","MultiGym / Weight training","12.8","11.6","-","-","16.6","13.8","5.3","12.2"
"2225","2017","Fife","MultiGym / Weight training","14","8.7","-","-","18","14.7","1.2","11.2"
"2226","2017","Glasgow City","MultiGym / Weight training","23","13.6","-","-","33.1","12.7","2.2","18.2"
"2227","2017","Highland","MultiGym / Weight training","17.2","9.8","-","-","22.7","17.1","1.6","13.4"
"2228","2017","Inverclyde","MultiGym / Weight training","17.4","9.6","-","-","*","12.4","1.6","13.3"
"2229","2017","Midlothian","MultiGym / Weight training","8.2","10.9","-","-","*","8.5","4.1","9.6"
"2230","2017","Moray","MultiGym / Weight training","16.9","5.8","-","-","*","10.7","2.9","11.3"
"2231","2017","Na h-Eileanan Siar","MultiGym / Weight training","8.2","5","-","-","13.5","7.4","1.6","6.6"
"2232","2017","North Ayrshire","MultiGym / Weight training","11.5","9.9","-","-","*","18.1","2.3","10.7"
"2233","2017","North Lanarkshire","MultiGym / Weight training","17.6","13.2","-","-","31.1","11.6","3.8","15.3"
"2234","2017","Orkney Islands","MultiGym / Weight training","9.9","7.1","-","-","*","7.4","1.1","8.5"
"2235","2017","Perth & Kinross","MultiGym / Weight training","7.5","7.7","-","-","*","6.7","4.2","7.6"
"2236","2017","Renfrewshire","MultiGym / Weight training","11.6","8.3","-","-","*","11","4.6","9.9"
"2237","2017","Scotland","MultiGym / Weight training","17.1","12.2","-","-","26.4","14.1","3.4","14.5"
"2238","2017","Scottish Borders","MultiGym / Weight training","11.1","9.4","-","-","*","10.5","2.9","10.2"
"2239","2017","Shetland Islands","MultiGym / Weight training","14.9","5.2","-","-","18.9","9.2","4","10.1"
"2240","2017","South Ayrshire","MultiGym / Weight training","8.5","6.1","-","-","*","4.7","7","7.2"
"2241","2017","South Lanarkshire","MultiGym / Weight training","16.5","12.9","-","-","28","14.2","4","14.6"
"2242","2017","Stirling","MultiGym / Weight training","19.7","16.8","-","-","30.6","18.6","4.3","18.2"
"2243","2017","West Dunbartonshire","MultiGym / Weight training","15.6","11.7","-","-","*","12","1.9","13.6"
"2244","2017","West Lothian","MultiGym / Weight training","15.8","14","-","-","12.9","19.6","9.2","14.9"
"2245","2017","Aberdeen City","Running / Jogging","17.3","18.1","-","-","25","20.1","2.4","17.7"
"2246","2017","Aberdeenshire","Running / Jogging","21.2","8.8","-","-","33.5","13.9","1.2","14.9"
"2247","2017","Angus","Running / Jogging","14.2","5.9","-","-","*","13.8","1","9.9"
"2248","2017","Argyll & Bute","Running / Jogging","13.2","7.6","-","-","*","15.3","0.9","10.4"
"2249","2017","Clackmannanshire","Running / Jogging","17.1","8.4","-","-","26.7","12.9","1","12.6"
"2250","2017","Dumfries & Galloway","Running / Jogging","8.5","6.4","-","-","*","10","0.5","7.4"
"2251","2017","Dundee City","Running / Jogging","9.4","6.1","-","-","18.5","1.2","1.2","7.6"
"2252","2017","East Ayrshire","Running / Jogging","7.6","7.5","-","-","*","9.2","1.2","7.6"
"2253","2017","East Dunbartonshire","Running / Jogging","21.6","15.8","-","-","*","26.4","4.5","18.5"
"2254","2017","East Lothian","Running / Jogging","18.9","8.5","-","-","*","21.1","1.6","13.4"
"2255","2017","East Renfrewshire","Running / Jogging","15.8","6.3","-","-","*","19.6","1","10.8"
"2256","2017","Edinburgh, City of","Running / Jogging","28.5","23.4","-","-","42.9","22.3","3.9","25.8"
"2257","2017","Falkirk","Running / Jogging","9.3","15","-","-","19.7","12.5","4.8","12.2"
"2258","2017","Fife","Running / Jogging","17.7","8.3","-","-","25","14.4","0.3","12.8"
"2259","2017","Glasgow City","Running / Jogging","19.3","14.3","-","-","28.1","14.2","1.9","16.7"
"2260","2017","Highland","Running / Jogging","18.8","14.2","-","-","29.7","20.2","1.7","16.5"
"2261","2017","Inverclyde","Running / Jogging","17.2","13","-","-","*","13.1","1.5","15"
"2262","2017","Midlothian","Running / Jogging","15.5","18.8","-","-","*","20.1","5.7","17.2"
